Date,Yield
2007-04-30,0.00138112690341341
2007-05-31,0.00138112690341341
2007-06-30,0.00138112690341341
2007-07-31,0.00138112690341341
2007-08-31,0.00138112690341341
2007-09-30,0.00138112690341341
2007-10-31,0.00138112690341341
2007-11-30,0.00138112690341341
2007-12-31,0.00138112690341341
2008-01-31,0.00138112690341341
2008-02-29,0.00138112690341341
2008-03-31,0.00138112690341341
2008-04-30,0.00138112690341341
2008-05-31,0.00138112690341341
2008-06-30,0.001937551809032545
2008-07-31,0.001815102957196446
2008-08-31,0.0017415545459757986
2008-09-30,0.0015369411743291206
2008-10-31,0.0011427897418165855
2008-11-30,0.0008625627980207717
2008-12-31,0.00039082547622770747
2009-01-31,0.0003493280523771958
2009-02-28,0.0004986302478813265
2009-03-31,0.0005152042617388997
2009-04-30,0.00043230397371596396
2009-05-31,0.0003991226892567923
2009-06-30,0.0004074191453755649
2009-07-31,0.00038252750614442554
2009-08-31,0.0003659292942366221
2009-09-30,0.00031611647417673083
2009-10-31,0.0002911998282955075
2009-11-30,0.00024134604527370485
2009-12-31,0.0002911998282955075
2010-01-31,0.000266276353299455
2010-02-28,0.0002745849373302356
2010-03-31,0.0003078116840986578
2010-04-30,0.0003493280523771958
2010-05-31,0.0002911998282955075
2010-06-30,0.00024965690741618474
2010-07-31,0.00023303442347044623
2010-08-31,0.00020809499864316017
2010-09-30,0.00020809499864316017
2010-10-31,0.0001831487316386049
2010-11-30,0.00019978033674417084
2010-12-31,0.00023303442347044623
2011-01-31,0.00021640890030050208
2011-02-28,0.00022472204186096967
2011-03-31,0.00019978033674417084
2011-04-30,0.0001914649144576508
2011-05-31,0.00014155640446089635
2011-06-30,0.00014155640446089635
2011-07-31,0.00014987639212593606
2011-08-31,9.162048384192545e-05
2011-09-30,8.329516327321151e-05
2011-10-31,9.162048384192545e-05
2011-11-30,9.162048384192545e-05
2011-12-31,9.162048384192545e-05
2012-01-31,9.162048384192545e-05
2012-02-29,0.00012491414476678564
2012-03-31,0.00014987639212593606
2012-04-30,0.00014987639212593606
2012-05-31,0.00015819561853080977
2012-06-30,0.00014987639212593606
2012-07-31,0.00014987639212593606
2012-08-31,0.00014987639212593606
2012-09-30,0.00014155640446089635
2012-10-31,0.00014155640446089635
2012-11-30,0.00014155640446089635
2012-12-31,0.00012491414476678564
2013-01-31,0.00011659187244639213
2013-02-28,0.00012491414476678564
2013-03-31,0.00011659187244639213
2013-04-30,9.994504212973432e-05
2013-05-31,9.162048384192545e-05
2013-06-30,0.00011659187244639213
2013-07-31,9.994504212973432e-05
2013-08-31,9.994504212973432e-05
2013-09-30,9.162048384192545e-05
2013-10-31,9.162048384192545e-05
2013-11-30,9.994504212973432e-05
2013-12-31,0.00010826883828274347
2014-01-31,9.162048384192545e-05
2014-02-28,9.162048384192545e-05
2014-03-31,9.994504212973432e-05
2014-04-30,8.329516327321151e-05
2014-05-31,7.496908027748717e-05
2014-06-30,8.329516327321151e-05
2014-07-31,8.329516327321151e-05
2014-08-31,8.329516327321151e-05
2014-09-30,8.329516327321151e-05
2014-10-31,8.329516327321151e-05
2014-11-30,9.994504212973432e-05
2014-12-31,0.00016651408382073463
2015-01-31,0.00014987639212593606
2015-02-28,0.00017483178814159395
2015-03-31,0.00019978033674417084
2015-04-30,0.0001831487316386049
2015-05-31,0.0001831487316386049
2015-06-30,0.00021640890030050208
2015-07-31,0.00023303442347044623
2015-08-31,0.000299506135519767
2015-09-30,0.0002911998282955075
2015-10-31,0.00020809499864316017
2015-11-30,0.00037422877886217343
2015-12-31,0.0005234901362565214
2016-01-31,0.00043230397371596396
2016-02-29,0.00043230397371596396
2016-03-31,0.0005317752560254352
2016-04-30,0.0004488900773715887
2016-05-31,0.00047376356288175714
2016-06-30,0.0004488900773715887
2016-07-31,0.00041571484472902043
2016-08-31,0.0004571819950607292
2016-09-30,0.00048205321330185846
2016-10-31,0.0005317752560254352
2016-11-30,0.0005897499735032508
2016-12-31,0.0006973193751587115
2017-01-31,0.0006642346436225299
2017-02-28,0.0006559615803181096
2017-03-31,0.0008130212763268752
2017-04-30,0.0008377954090970086
2017-05-31,0.0009038268036556385
2017-06-30,0.0009698103146740245
2017-07-31,0.000986298719130696
2017-08-31,0.0009945418011427787
2017-09-30,0.0010357460146983577
2017-10-31,0.0011263296687684665
2017-11-30,0.001249707718735893
2017-12-31,0.001364709877352599
2018-01-31,0.0014467654179763922
2018-02-28,0.001569710227413701
2018-03-31,0.0016515813019202241
2018-04-30,0.001717025203279432
2018-05-31,0.001815102957196446
2018-06-30,0.001855937535336194
2018-07-31,0.0019049148747345424
2018-08-31,0.001945709215699809
2018-09-30,0.0020353925068166134
2018-10-31,0.0021087041279623797
2018-11-30,0.0021412681429993086
2018-12-31,0.0021168462230236607
2019-01-31,0.002059836269842741
2019-02-28,0.0020353925068166134
2019-03-31,0.0019864852944315725
2019-04-30,0.0019293936717392768
2019-05-31,0.0018722662416574831
2019-06-30,0.0016024674913339698
2019-07-31,0.0015779006482814495
2019-08-31,0.0014303602255574255
2019-09-30,0.0014467654179763922
2019-10-31,0.001299012149938772
2019-11-30,0.0012661454966749197
2019-12-31,0.001249707718735893
2020-01-31,0.0012332669717645128
2020-02-29,0.001134560077404645
2020-03-31,0.000266276353299455
2020-04-30,0.00014987639212593606
2020-05-31,0.0001332356553898073
2020-06-30,0.00014987639212593606
2020-07-31,0.00012491414476678564
2020-08-31,0.00010826883828274347
2020-09-30,0.00010826883828274347
2020-10-31,0.00010826883828274347
2020-11-30,9.994504212973432e-05
2020-12-31,8.329516327321151e-05
2021-01-31,8.329516327321151e-05
2021-02-28,5.831462642125196e-05
2021-03-31,5.831462642125196e-05
2021-04-30,4.99862552685304e-05
2021-05-31,4.165712110459907e-05
2021-06-30,5.831462642125196e-05
2021-07-31,5.831462642125196e-05
2021-08-31,5.831462642125196e-05
2021-09-30,5.831462642125196e-05
2021-10-31,8.329516327321151e-05
2021-11-30,0.00014155640446089635
2021-12-31,0.00023303442347044623
2022-01-31,0.00044059740363810995
2022-02-28,0.0008047617327739953
2022-03-31,0.0010604595907135472
2022-04-30,0.0014959632659397037
2022-05-31,0.0016270277079681872
2022-06-30,0.00210056130513947
2022-07-31,0.0023932454057613572
2022-08-31,0.0025959465680680527
2022-09-30,0.0030564266642594262
2022-10-31,0.003458450834976645
2022-11-30,0.0036828128357737633
2022-12-31,0.003650794881391306
2023-01-31,0.0036668052630131065
2023-02-28,0.003834744881765939
2023-03-31,0.003650794881391306
2023-04-30,0.0036588004233741866
2023-05-31,0.003826754761650397
2023-06-30,0.004058184707589341
2023-07-31,0.004153777442692519
2023-08-31,0.004145815203788983
2023-09-30,0.004193578223375516
2023-10-31,0.004193578223375516
2023-11-30,0.004082092278075322
2023-12-31,0.003850723023570035
2024-01-31,0.0037308187111868563
2024-02-29,0.003826754761650397
2024-03-31,0.0038826709170549645
2024-04-30,0.003986424401280164
2024-05-31,0.004002376012389508
2024-06-30,0.003970470001804172
2024-07-31,0.0038187639418887365
2024-08-31,0.003474495003497502
2024-09-30,0.0031691721789193217
2024-10-31,0.0032978537514263273
2024-11-30,0.0033862171355991677
2024-12-31,0.003313926189799865
2025-01-31,0.0032737397821989145
2025-02-28,0.003281778480337616
2025-03-31,0.0031933138078821255
2025-04-30,0.0031128168457330574
2025-05-31,0.0032094046775821283
2025-06-30,0.0031933138078821255
2025-07-31,0.003201359597605702
2025-08-31,0.0030644845397465037
2025-09-30,0.0028870465787962374
2025-10-31,0.0028547479987741653
2025-11-30,0.0028870465787962374
2025-12-31,0.0027981979353204345
2026-01-31,0.002765867856804771
2026-02-28,0.002749698516855581
